Amostra,Sensor,PredPadrao,PredLipschitz,ErroP,ErroL,NormaP,NormaL
140,34.9700,34.5069,34.4671,-0.4631,-0.5029,2.4784,1.8027
141,34.9500,34.6538,34.6165,-0.2962,-0.3335,2.4784,1.8027
142,34.9400,34.7491,34.7164,-0.1909,-0.2236,2.4784,1.8027
143,34.9300,34.8126,34.7844,-0.1174,-0.1456,2.4784,1.8027
144,34.9100,34.8518,34.8287,-0.0582,-0.0813,2.4784,1.8027
145,34.8900,34.8734,34.8545,-0.0166,-0.0355,2.4784,1.8027
146,34.8700,34.8831,34.8674,0.0131,-0.0026,2.4784,1.8027
147,34.8500,34.8834,34.8706,0.0334,0.0206,2.4784,1.8027
148,34.8300,34.8774,34.8669,0.0474,0.0369,2.4784,1.8027
149,34.8100,34.8670,34.8584,0.0569,0.0484,2.4784,1.8027
150,34.7800,34.8535,34.8465,0.0735,0.0665,2.4784,1.8027
151,34.7600,34.8359,34.8298,0.0759,0.0698,2.4784,1.8027
152,34.7300,34.8177,34.8122,0.0877,0.0822,2.4784,1.8027
153,34.7000,34.7956,34.7908,0.0956,0.0908,2.4784,1.8027
154,34.6700,34.7722,34.7676,0.1022,0.0976,2.4784,1.8027
155,34.6300,34.7468,34.7423,0.1168,0.1123,2.4784,1.8027
156,34.6000,34.7178,34.7132,0.1178,0.1133,2.4784,1.8027
157,34.5600,34.6886,34.6840,0.1286,0.1240,2.4784,1.8027
158,34.5300,34.6559,34.6515,0.1259,0.1215,2.4784,1.8027
159,34.4000,34.6242,34.6198,0.2242,0.2198,2.4784,1.8027
160,9.0000,34.5708,34.5640,25.5708,25.5640,2.4785,1.8028
161,34.4500,28.7636,28.2910,-5.6864,-6.1590,2.4785,1.8028
162,34.4100,30.5603,30.3072,-3.8497,-4.1028,2.4785,1.8028
163,34.3600,29.4647,30.0012,-4.8953,-4.3588,2.4785,1.8028
164,34.3200,31.0139,31.2957,-3.3061,-3.0243,2.4785,1.8028
165,34.2700,32.0636,32.1956,-2.2064,-2.0744,2.4785,1.8027
166,34.2200,32.7674,32.8146,-1.4526,-1.4054,2.4785,1.8027
167,34.1700,33.2354,33.2363,-0.9346,-0.9337,2.4785,1.8027
168,34.1200,33.5405,33.5185,-0.5795,-0.6015,2.4785,1.8027
169,34.0000,33.7339,33.7025,-0.2661,-0.2975,2.4785,1.8027
170,0.0700,33.8361,33.8005,33.7661,33.7305,2.4786,1.8028
171,34.0200,26.1756,25.5039,-7.8444,-8.5161,2.4786,1.8028
172,33.9600,28.3593,28.0579,-5.6007,-5.9021,2.4786,1.8028
173,33.9000,27.3573,28.0380,-6.5427,-5.8620,2.4786,1.8028
174,1.0000,29.4270,29.7783,28.4270,28.7783,2.4787,1.8028
175,33.8500,23.4183,22.9330,-10.4317,-10.9170,2.4787,1.8028
176,33.7900,26.5746,26.2849,-7.2154,-7.5051,2.4787,1.8028
177,33.7300,25.9275,26.6553,-7.8025,-7.0747,2.4787,1.8027
178,0.0000,28.3933,28.7539,28.3933,28.7539,2.4788,1.8028
179,33.6700,22.5112,21.9794,-11.1588,-11.6906,2.4789,1.8028
180,33.6100,25.9459,25.5883,-7.6641,-8.0217,2.4789,1.8028
181,33.5400,25.2669,26.0158,-8.2731,-7.5242,2.4788,1.8027
182,33.4800,27.8821,28.2477,-5.5979,-5.2323,2.4788,1.8027
183,33.4100,29.6562,29.8022,-3.7538,-3.6078,2.4788,1.8027
184,33.3400,30.8505,30.8765,-2.4895,-2.4635,2.4788,1.8027
185,33.2700,31.6487,31.6132,-1.6213,-1.6568,2.4788,1.8027
186,33.2000,32.1741,32.1114,-1.0259,-1.0886,2.4788,1.8027
187,33.1300,32.5123,32.4417,-0.6177,-0.6883,2.4788,1.8027
188,33.0500,32.7223,32.6537,-0.3277,-0.3963,2.4788,1.8027
189,32.9800,32.8422,32.7800,-0.1378,-0.2000,2.4788,1.8027
190,32.9000,32.9025,32.8483,0.0025,-0.0517,2.4788,1.8027
191,32.8200,32.9186,32.8727,0.0986,0.0527,2.4788,1.8027
192,32.7500,32.9057,32.8668,0.1557,0.1168,2.4788,1.8027
193,32.6700,32.8738,32.8415,0.2038,0.1715,2.4788,1.8027
194,32.5800,32.8267,32.7999,0.2467,0.2199,2.4788,1.8027
195,32.5000,32.7684,32.7452,0.2684,0.2452,2.4788,1.8027
196,32.4200,32.7034,32.6831,0.2834,0.2631,2.4788,1.8027
197,32.3300,32.6325,32.6151,0.3025,0.2851,2.4788,1.8027
198,32.2500,32.5566,32.5412,0.3066,0.2912,2.4788,1.8027
199,32.1600,32.4796,32.4655,0.3196,0.3055,2.4788,1.8027
200,32.0700,32.3984,32.3856,0.3284,0.3156,2.4788,1.8027
201,31.9800,32.3156,32.3033,0.3356,0.3233,2.4788,1.8027
202,31.8900,32.2306,32.2188,0.3406,0.3288,2.4788,1.8027
203,3.0000,32.1440,32.1326,29.1440,29.1326,2.4788,1.8028
204,1.8000,25.5581,24.9943,23.7581,23.1943,2.4788,1.8027
205,31.7100,21.1131,19.7601,-10.5969,-11.9499,2.4789,1.8028
206,31.6200,21.9833,22.0026,-9.6367,-9.6174,2.4789,1.8028
207,31.5200,21.8571,23.0832,-9.6629,-8.4368,2.4789,1.8027
208,31.4300,24.9109,25.5860,-6.5191,-5.8440,2.4788,1.8027
209,31.3300,26.9776,27.3230,-4.3524,-4.0070,2.4788,1.8027
210,31.0000,28.3643,28.5175,-2.6357,-2.4825,2.4788,1.8027
211,0.2300,29.2380,29.2758,29.0080,29.0458,2.4789,1.8028
212,31.1300,22.8491,22.2511,-8.2809,-8.8789,2.4789,1.8028
213,31.0300,25.7298,25.1078,-5.3002,-5.9222,2.4789,1.8028
214,999.0000,24.3216,25.0592,-974.6783,-973.9408,2.4848,1.8028
215,999.0000,279.7089,280.8914,-719.2911,-718.1085,2.6786,1.8028
216,999.0000,1383.4156,842.9264,384.4156,-156.0736,3.4275,1.8028
217,999.0000,-149.1015,1781.1730,-1148.1014,782.1730,6.0749,1.8028
218,999.0000,543.1310,237.5335,-455.8690,-761.4664,6.0764,1.7983
219,30.4200,771.4658,397.6152,741.0458,367.1952,6.0716,1.7985
220,30.3000,466.9312,320.8812,436.6312,290.5812,6.0708,1.7985
221,1.0000,363.7307,261.1654,362.7307,260.1654,6.0713,1.7987
222,30.2100,286.3285,208.3104,256.1185,178.1004,6.0721,1.7988
223,30.1000,230.1658,172.5595,200.0658,142.4595,6.0730,1.7989
224,29.9000,182.3786,144.0356,152.4786,114.1356,6.0741,1.7989
225,9.0000,143.7778,121.1728,134.7778,112.1728,6.0755,1.7991
226,29.8800,106.6302,93.5012,76.7502,63.6212,6.0767,1.7992
227,29.7700,85.7932,77.7810,56.0232,48.0110,6.0775,1.7993
228,29.6600,68.1287,65.8005,38.4687,36.1405,6.0782,1.7994
229,29.5500,55.9959,56.7529,26.4459,27.2029,6.0787,1.7995
230,29.4400,47.3973,49.9063,17.9573,20.4663,6.0791,1.7996
231,29.3300,41.4276,44.7316,12.0976,15.4016,6.0794,1.7996
232,29.2100,37.3416,40.8228,8.1316,11.6128,6.0796,1.7996
233,29.1000,34.5638,37.8667,5.4638,8.7667,6.0797,1.7997
234,28.9800,32.6826,35.6299,3.7026,6.6499,6.0798,1.7997
235,28.8700,31.3996,33.9300,2.5296,5.0600,6.0798,1.7997
236,28.7500,30.5191,32.6347,1.7691,3.8847,6.0799,1.7997
237,28.6400,29.9003,31.6392,1.2603,2.9992,6.0799,1.7997
238,28.5200,29.4579,30.8700,0.9379,2.3500,6.0799,1.7997
239,28.4000,29.1268,30.2668,0.7268,1.8668,6.0799,1.7997
240,28.2800,28.8690,29.7875,0.5890,1.5075,6.0800,1.7997
241,28.1700,28.6592,29.4003,0.4892,1.2303,6.0800,1.7998
242,28.0500,28.4845,29.0842,0.4345,1.0342,6.0800,1.7998
243,27.9300,28.3283,28.8184,0.3983,0.8884,6.0800,1.7998
244,27.8100,28.1848,28.5900,0.3748,0.7800,6.0800,1.7998
245,27.6900,28.0494,28.3895,0.3594,0.6995,6.0800,1.7998
246,27.5600,27.9193,28.2096,0.3593,0.6496,6.0800,1.7998
247,27.4400,27.7889,28.0426,0.3489,0.6026,6.0800,1.7998
248,27.0000,27.6624,27.8876,0.6624,0.8876,6.0800,1.7998
249,32.0000,27.4128,27.6591,-4.5872,-4.3409,6.0799,1.7998
250,27.2000,29.2262,28.7789,2.0262,1.5789,6.0800,1.7998
251,27.0800,28.2969,28.3644,1.2169,1.2844,6.0800,1.7998
252,26.9500,27.8911,28.0402,0.9411,1.0902,6.0800,1.7998
253,26.8300,27.5569,27.7597,0.7269,0.9297,6.0800,1.7998
254,26.7100,27.2979,27.5205,0.5879,0.8105,6.0801,1.7998
255,26.5800,27.0874,27.3119,0.5074,0.7319,6.0801,1.7998
256,26.4600,26.9046,27.1235,0.4446,0.6635,6.0801,1.7998
257,26.3400,26.7442,26.9527,0.4042,0.6127,6.0801,1.7998
258,26.2100,26.5979,26.7950,0.3879,0.5850,6.0801,1.7998
259,26.0900,26.4568,26.6443,0.3668,0.5543,6.0801,1.7998
260,25.9600,26.3236,26.5016,0.3636,0.5416,6.0801,1.7998
261,25.8400,26.1909,26.3621,0.3509,0.5221,6.0801,1.7998
262,25.7100,26.0631,26.2276,0.3531,0.5176,6.0801,1.7998
263,25.5900,25.9341,26.0943,0.3441,0.5043,6.0801,1.7998
264,25.4600,25.8086,25.9644,0.3486,0.5044,6.0801,1.7998
265,25.3400,25.6810,25.8344,0.3410,0.4944,6.0802,1.7998
266,25.2100,25.5565,25.7070,0.3465,0.4970,6.0802,1.7998
267,25.0900,25.4296,25.5789,0.3396,0.4889,6.0802,1.7998
268,24.9600,25.3055,25.4529,0.3455,0.4929,6.0802,1.7998
269,24.8400,25.1788,25.3258,0.3388,0.4858,6.0802,1.7998
270,24.7100,25.0549,25.2006,0.3449,0.4906,6.0802,1.7998
271,24.5900,24.9283,25.0741,0.3383,0.4841,6.0802,1.7998
272,24.4600,24.8045,24.9492,0.3445,0.4892,6.0802,1.7998
273,24.3400,24.6779,24.8230,0.3379,0.4830,6.0802,1.7998
274,24.2100,24.5542,24.6984,0.3442,0.4884,6.0802,1.7998
275,24.0900,24.4276,24.5724,0.3376,0.4824,6.0802,1.7998
276,23.9600,24.3038,24.4479,0.3438,0.4879,6.0802,1.7998
277,23.8400,24.1773,24.3220,0.3373,0.4820,6.0803,1.7998
278,23.7100,24.0536,24.1976,0.3436,0.4876,6.0803,1.7998
279,23.5900,23.9270,24.0717,0.3370,0.4817,6.0803,1.7998
280,23.4600,23.8033,23.9474,0.3433,0.4874,6.0803,1.7998
281,23.3400,23.6768,23.8215,0.3368,0.4815,6.0803,1.7998
282,23.2200,23.5530,23.6972,0.3330,0.4772,6.0803,1.7998
283,23.0900,23.4305,23.5740,0.3405,0.4840,6.0803,1.7998
284,22.9700,23.3048,23.4489,0.3348,0.4790,6.0803,1.7998
285,22.8500,23.1816,23.3252,0.3316,0.4752,6.0803,1.7998
286,22.7300,23.0594,23.2024,0.3294,0.4724,6.0803,1.7998
287,22.6000,22.9379,23.0804,0.3379,0.4804,6.0803,1.7998
288,22.0000,22.8130,22.9562,0.8130,0.9562,6.0804,1.7998
289,0.4800,22.4992,22.7088,22.0192,22.2288,6.0809,1.7999
290,22.3600,13.6791,16.9445,-8.6809,-5.4155,6.0807,1.7999
291,22.2400,18.8093,18.3868,-3.4307,-3.8532,6.0806,1.7999
292,22.1200,19.0285,19.3596,-3.0915,-2.7604,6.0805,1.7999
293,22.0000,20.1346,20.0762,-1.8654,-1.9238,6.0805,1.7999
294,21.8800,20.7983,20.5754,-1.0817,-1.3046,6.0804,1.7999
295,21.7600,21.1806,20.9137,-0.5794,-0.8463,6.0804,1.7999
296,21.6500,21.3831,21.1332,-0.2669,-0.5168,6.0804,1.7999
297,21.5300,21.4744,21.2672,-0.0556,-0.2628,6.0804,1.7999
298,21.4100,21.4898,21.3354,0.0798,-0.0746,6.0804,1.7999
299,21.2900,21.4569,21.3548,0.1669,0.0648,6.0804,1.7999
300,21.1800,21.3929,21.3381,0.2129,0.1581,6.0804,1.7999
301,21.0600,21.3128,21.2973,0.2528,0.2373,6.0804,1.7999
302,20.9500,21.2181,21.2359,0.2681,0.2859,6.0804,1.7999
303,20.8300,21.1183,21.1619,0.2883,0.3319,6.0804,1.7999
304,2.0000,21.0107,21.0760,19.0107,19.0760,6.0809,1.7999
305,0.7200,13.3576,16.1225,12.6376,15.4025,6.0813,1.8000
306,20.6100,9.8866,12.1292,-10.7234,-8.4808,6.0810,1.8000
307,20.4900,14.6808,14.3524,-5.8092,-6.1376,6.0809,1.7999
308,20.3800,15.5915,15.9280,-4.7885,-4.4520,6.0807,1.7999
309,20.2700,17.3247,17.0878,-2.9453,-3.1822,6.0807,1.7999
310,20.1600,18.3842,17.9158,-1.7758,-2.2442,6.0806,1.7999
311,20.0500,19.0196,18.4993,-1.0304,-1.5507,6.0806,1.7999
312,19.9400,19.3934,18.9023,-0.5466,-1.0377,6.0806,1.7999
313,19.8400,19.6001,19.1719,-0.2399,-0.6681,6.0806,1.7999
314,19.7300,19.6931,19.3454,-0.0369,-0.3846,6.0806,1.7999
315,19.6200,19.7099,19.4454,0.0899,-0.1746,6.0806,1.7999
316,19.5200,19.6802,19.4908,0.1602,-0.0292,6.0806,1.7999
317,19.4100,19.6248,19.4985,0.2148,0.0885,6.0806,1.7999
318,19.3100,19.5481,19.4756,0.2381,0.1656,6.0806,1.7999
319,19.2100,19.4637,19.4327,0.2537,0.2227,6.0806,1.7999
320,19.1100,19.3729,19.3750,0.2629,0.2650,6.0806,1.7999
321,19.0100,19.2786,19.3063,0.2686,0.2963,6.0806,1.7999
322,18.9100,19.1822,19.2294,0.2722,0.3194,6.0806,1.7999
323,18.8100,19.0844,19.1466,0.2744,0.3366,6.0806,1.7999
324,18.7100,18.9857,19.0593,0.2757,0.3493,6.0806,1.7999
325,18.6100,18.8865,18.9686,0.2765,0.3586,6.0806,1.7999
326,18.5200,18.7870,18.8756,0.2670,0.3556,6.0806,1.7999
327,18.4200,18.6913,18.7833,0.2713,0.3633,6.0807,1.7999
328,18.3300,18.5931,18.6890,0.2631,0.3590,6.0807,1.7999
329,18.2300,18.4988,18.5958,0.2688,0.3658,6.0807,1.7999
330,18.1400,18.4014,18.5008,0.2614,0.3608,6.0807,1.7999
331,18.0500,18.3077,18.4072,0.2577,0.3572,6.0807,1.7999
332,17.9600,18.2147,18.3144,0.2547,0.3544,6.0807,1.7999
333,17.8700,18.1228,18.2224,0.2528,0.3524,6.0807,1.7999
334,17.7900,18.0316,18.1309,0.2416,0.3409,6.0807,1.7999
335,17.7000,17.9448,18.0423,0.2448,0.3423,6.0807,1.7999
336,17.6200,17.8559,17.9534,0.2359,0.3334,6.0807,1.7999
337,17.5300,17.7712,17.8668,0.2412,0.3368,6.0807,1.7999
338,17.4500,17.6835,17.7793,0.2335,0.3293,6.0807,1.7999
339,17.3700,17.5997,17.6937,0.2297,0.3237,6.0807,1.7999
340,17.2900,17.5166,17.6096,0.2266,0.3196,6.0807,1.7999
341,17.2100,17.4346,17.5265,0.2246,0.3165,6.0807,1.7999
342,17.1000,17.3534,17.4443,0.2534,0.3443,6.0807,1.7999
343,3.0000,17.2605,17.3548,14.2605,14.3548,6.0811,1.8000
344,17.0500,11.4714,13.6138,-5.5786,-3.4362,6.0809,1.8000
345,16.9800,14.9518,14.5322,-2.0282,-2.4478,6.0809,1.8000
346,16.9000,14.7980,15.1527,-2.1020,-1.7473,6.0808,1.7999
347,16.8300,15.5916,15.6083,-1.2384,-1.2217,6.0808,1.7999
348,16.7600,16.0599,15.9268,-0.7001,-0.8332,6.0808,1.7999
349,16.6900,16.3250,16.1440,-0.3650,-0.5460,6.0808,1.7999
350,16.6200,16.4642,16.2863,-0.1558,-0.3337,6.0808,1.7999
351,16.5500,16.5250,16.3732,-0.0250,-0.1768,6.0808,1.7999
352,16.4900,16.5367,16.4193,0.0467,-0.0707,6.0808,1.7999
353,16.4200,16.5219,16.4378,0.1019,0.0178,6.0808,1.7999
354,16.3600,16.4855,16.4332,0.1255,0.0732,6.0808,1.7999
355,16.2900,16.4411,16.4142,0.1511,0.1242,6.0808,1.7999
356,16.2300,16.3862,16.3819,0.1562,0.1519,6.0808,1.7999
357,16.1700,16.3303,16.3424,0.1603,0.1724,6.0808,1.7999
358,16.1200,16.2722,16.2975,0.1522,0.1775,6.0808,1.7999
359,16.0600,16.2175,16.2514,0.1575,0.1914,6.0808,1.7999
360,16.0000,16.1598,16.2015,0.1598,0.2015,6.0808,1.7999
361,15.9500,16.1019,16.1491,0.1519,0.1991,6.0808,1.7999
362,15.9000,16.0472,16.0973,0.1472,0.1973,6.0808,1.7999
363,15.8500,15.9937,16.0459,0.1437,0.1959,6.0808,1.7999
364,15.8000,15.9415,15.9949,0.1415,0.1949,6.0808,1.7999
